indice,timestamp_s,Aceleración,cpm,prof_cm
1874,18.74,9.749189,90.0,5.5
1875,18.75,9.366117,90.0,5.5
1876,18.76,10.03649,90.0,5.5
1877,18.77,8.681376,90.0,5.5
1878,18.78,9.708488,90.0,5.5
1879,18.79,8.35337,90.0,5.5
1880,18.80,8.559271,90.0,5.5
1881,18.81,7.091625,90.0,5.5
1882,18.82,7.266402,90.0,5.5
1883,18.83,9.797073,90.0,5.5
1884,18.84,9.054871,90.0,5.5
1885,18.85,9.667787,90.0,5.5
1886,18.86,9.291897,90.0,5.5
1887,18.87,10.09874,90.0,5.5
1888,18.88,8.734048,90.0,5.5
1889,18.89,9.14585,90.0,5.5
1890,18.90,8.231265,90.0,5.5
1891,18.91,7.544129,90.0,5.5
1892,18.92,7.637504,90.0,5.5
1893,18.93,7.359776,90.0,5.5
1894,18.94,7.493851,90.0,5.5
1895,18.95,8.401254,90.0,5.5
1896,18.96,6.976704,90.0,5.5
1897,18.97,8.078036,90.0,5.5
1898,18.98,8.049306,90.0,5.5
1899,18.99,8.901642,90.0,5.5
1900,19.00,7.845799,90.0,5.5
1901,19.01,8.178593,90.0,5.5
1902,19.02,7.960721,90.0,5.5
1903,19.03,7.800309,90.0,5.5
1904,19.04,7.615956,90.0,5.5
1905,19.05,7.489063,90.0,5.5
1906,19.06,7.366959,90.0,5.5
1907,19.07,8.561666,90.0,5.5
1908,19.08,7.283162,90.0,5.5
1909,19.09,5.781997,90.0,5.5
1910,19.10,5.214571,90.0,5.5
1911,19.11,5.614403,90.0,5.5
1912,19.12,5.351041,90.0,5.5
1913,19.13,4.503493,90.0,5.5
1914,19.14,11.79623,90.0,5.5
1915,19.15,15.1529,90.0,5.5
1916,19.16,12.48816,90.0,5.5
1917,19.17,13.6278,90.0,5.5
1918,19.18,13.10825,90.0,5.5
1919,19.19,12.85926,90.0,5.5
1920,19.20,13.41471,90.0,5.5
1921,19.21,12.34211,90.0,5.5
1922,19.22,11.84412,90.0,5.5
1923,19.23,10.97502,90.0,5.5
1924,19.24,8.236053,90.0,5.5
1925,19.25,9.227253,90.0,5.5
1926,19.26,9.205706,90.0,5.5
1927,19.27,11.85609,90.0,5.5
1928,19.28,9.768343,90.0,5.5
1929,19.29,9.696517,90.0,5.5
1930,19.30,9.998186,90.0,5.5
1931,19.31,8.568848,90.0,5.5
1932,19.32,9.066842,90.0,5.5
1933,19.33,8.303091,90.0,5.5
1934,19.34,9.13388,90.0,5.5
1935,19.35,8.154651,90.0,5.5
1936,19.36,7.252037,90.0,5.5
1937,19.37,7.445967,90.0,5.5
1938,19.38,7.922413,90.0,5.5
1939,19.39,4.592079,90.0,5.5
1940,19.40,9.358934,90.0,5.5
1941,19.41,6.782773,90.0,5.5
1942,19.42,7.728483,90.0,5.5
1943,19.43,7.125144,90.0,5.5
1944,19.44,5.609614,90.0,5.5
1945,19.45,9.153033,90.0,5.5
1946,19.46,8.037335,90.0,5.5
1947,19.47,7.374141,90.0,5.5
1948,19.48,7.369353,90.0,5.5
1949,19.49,7.620744,90.0,5.5
1950,19.50,7.860164,90.0,5.5
1951,19.51,7.627927,90.0,5.5
1952,19.52,7.474698,90.0,5.5
1953,19.53,7.345411,90.0,5.5
1954,19.54,7.170634,90.0,5.5
1955,19.55,7.534553,90.0,5.5
1956,19.56,7.000646,90.0,5.5
1957,19.57,6.212954,90.0,5.5
1958,19.58,5.875371,90.0,5.5
1959,19.59,7.702147,90.0,5.5
1960,19.60,6.560112,90.0,5.5
1961,19.61,8.236053,90.0,5.5
1962,19.62,10.50336,90.0,5.5
1963,19.63,9.351752,90.0,5.5
1964,19.64,11.79863,90.0,5.5
1965,19.65,14.2048,90.0,5.5
1966,19.66,12.43548,90.0,5.5
1967,19.67,15.09305,90.0,5.5
1968,19.68,13.04601,90.0,5.5
1969,19.69,12.56956,90.0,5.5
1970,19.70,11.46104,90.0,5.5
1971,19.71,10.84334,90.0,5.5
1972,19.72,12.17452,90.0,5.5
1973,19.73,10.46266,90.0,5.5
1974,19.74,10.36211,90.0,5.5
1975,19.75,9.174581,90.0,5.5
1976,19.76,8.975863,90.0,5.5
1977,19.77,9.500193,90.0,5.5
1978,19.78,10.00537,90.0,5.5
1979,19.79,9.153033,90.0,5.5
1980,19.80,9.859323,90.0,5.5
1981,19.81,9.148245,90.0,5.5
1982,19.82,9.248801,90.0,5.5
1983,19.83,7.431602,90.0,5.5
1984,19.84,7.817069,90.0,5.5
1985,19.85,7.563283,90.0,5.5
1986,19.86,7.771579,90.0,5.5
1987,19.87,6.806715,90.0,5.5
1988,19.88,7.532158,90.0,5.5
1989,19.89,7.264008,90.0,5.5
1990,19.90,6.47871,90.0,5.5
1991,19.91,5.956774,90.0,5.5
1992,19.92,6.780379,90.0,5.5
1993,19.93,3.912126,90.0,5.5
1994,19.94,6.981492,90.0,5.5
1995,19.95,10.59434,90.0,5.5
1996,19.96,6.945579,90.0,5.5
1997,19.97,12.28226,90.0,5.5
1998,19.98,11.59751,90.0,5.5
1999,19.99,11.59512,90.0,5.1
2000,20.00,12.01171,90.0,5.1
2000,20.00,12.87602,90.0,5.1
2000,20.00,11.69089,90.0,5.1
2000,20.00,11.37246,90.0,5.1
2000,20.00,11.13783,90.0,5.1
2000,20.00,11.3964,90.0,5.1
2000,20.00,10.79785,90.0,5.1
2000,20.00,9.923966,90.0,5.1
2000,20.00,9.52174,90.0,5.1
2000,20.00,11.76271,90.0,5.1
2000,20.00,9.0429,90.0,5.1
2000,20.00,10.76672,90.0,5.1
2000,20.00,8.760384,90.0,5.1
2000,20.00,9.655815,90.0,5.1
2000,20.00,8.836999,90.0,5.1
2000,20.00,9.105149,90.0,5.1
2000,20.00,8.415619,90.0,5.1
2000,20.00,7.651869,90.0,5.1
2000,20.00,7.240066,90.0,5.1
2000,20.00,7.340622,90.0,5.1
2000,20.00,6.892907,90.0,5.1
2000,20.00,6.177041,90.0,5.1
2000,20.00,7.010222,90.0,5.1
2000,20.00,5.8634,90.0,5.1
2000,20.00,5.355829,90.0,5.1
2000,20.00,6.493075,90.0,5.1
2000,20.00,6.940791,90.0,5.1
2000,20.00,7.66384,90.0,5.1
2000,20.00,10.00058,90.0,5.1
2000,20.00,11.58075,90.0,5.1
2000,20.00,10.5273,90.0,5.1
2000,20.00,12.78504,90.0,5.1
2000,20.00,10.49618,90.0,5.1
2000,20.00,12.20325,90.0,5.1
2000,20.00,13.30458,90.0,5.1
2000,20.00,12.81137,90.0,5.1
2000,20.00,11.89679,90.0,5.1
2000,20.00,11.44428,90.0,5.1
2000,20.00,11.22881,90.0,5.1
2000,20.00,9.603143,90.0,5.1
2000,20.00,9.378088,90.0,5.1
2000,20.00,11.86327,90.0,5.1
2000,20.00,9.471462,90.0,5.1
2000,20.00,9.289502,90.0,5.1
2000,20.00,10.1179,90.0,5.1
2000,20.00,8.937555,90.0,5.1
2000,20.00,9.267955,90.0,5.1
2000,20.00,9.67018,90.0,5.1
2000,20.00,9.018958,90.0,5.1
2000,20.00,8.226477,90.0,5.1
2000,20.00,7.754819,90.0,5.1
2000,20.00,7.685388,90.0,5.1
2000,20.00,6.86657,90.0,5.1
2000,20.00,6.756437,90.0,5.1
2000,20.00,7.232883,90.0,5.1
2000,20.00,6.344635,90.0,5.1
2000,20.00,5.058948,90.0,5.1
2000,20.00,5.702989,90.0,5.1
2000,20.00,2.061408,90.0,5.1
2000,20.00,3.567361,90.0,5.1
2000,20.00,12.30141,90.0,5.1
2000,20.00,11.28148,90.0,5.1
2000,20.00,14.4107,90.0,5.1
2000,20.00,17.37233,90.0,5.1
2000,20.00,12.38521,90.0,5.1
2000,20.00,15.0284,90.0,5.1
2000,20.00,11.33654,90.0,5.1
2000,20.00,11.35091,90.0,5.1
2000,20.00,10.43154,90.0,5.1
2000,20.00,10.2831,90.0,5.1
2000,20.00,9.260772,90.0,5.1
2000,20.00,11.12346,90.0,5.1
2000,20.00,9.287108,90.0,5.1
2000,20.00,9.344569,90.0,5.1
2000,20.00,8.971074,90.0,5.1
2000,20.00,8.992621,90.0,5.1
2000,20.00,9.205706,90.0,5.1
2000,20.00,9.414001,90.0,5.1
2000,20.00,8.219295,90.0,5.1
2000,20.00,8.65025,90.0,5.1
2000,20.00,8.939949,90.0,5.1
2000,20.00,8.8777,90.0,5.1
2000,20.00,8.834604,90.0,5.1
2000,20.00,8.815451,90.0,5.1
2000,20.00,8.60955,90.0,5.1
2000,20.00,8.516175,90.0,5.1
2000,20.00,8.497022,90.0,5.1
2000,20.00,8.475474,90.0,5.1
2000,20.00,8.537724,90.0,5.1
2000,20.00,8.319851,90.0,5.1
2000,20.00,8.046912,90.0,5.1
2000,20.00,7.936779,90.0,5.1
2000,20.00,7.510611,90.0,5.1
2000,20.00,7.800309,90.0,5.1
2000,20.00,8.693346,90.0,5.1
2000,20.00,8.801085,90.0,5.1
2000,20.00,8.717288,90.0,5.1
2000,20.00,7.862558,90.0,5.1
2000,20.00,7.594408,90.0,5.1
2000,20.00,8.444349,90.0,5.1
2000,20.00,7.884106,90.0,5.1
2000,20.00,9.090784,90.0,5.1
2000,20.00,9.370906,90.0,5.1
2000,20.00,8.856153,90.0,5.1
2000,20.00,9.138668,90.0,5.1
2000,20.00,10.33098,90.0,5.1
2000,20.00,9.825804,90.0,5.1
2000,20.00,11.15698,90.0,5.1
2000,20.00,11.77468,90.0,5.1
2000,20.00,11.96862,90.0,5.1
2000,20.00,11.67413,90.0,5.1
2000,20.00,12.25352,90.0,5.1
2000,20.00,11.34373,90.0,5.1
2000,20.00,11.51611,90.0,5.1
2000,20.00,12.13142,90.0,5.1
2000,20.00,11.70765,90.0,5.1
2000,20.00,11.81299,90.0,5.1
2000,20.00,11.79384,90.0,5.1
2000,20.00,9.89763,90.0,5.1
2000,20.00,11.5616,90.0,5.1
2000,20.00,10.12508,90.0,5.1
2000,20.00,10.50336,90.0,5.1
2000,20.00,10.84095,90.0,5.1
2000,20.00,8.034941,90.0,5.1
2000,20.00,6.758832,90.0,5.1
2000,20.00,6.363788,90.0,5.1
2000,20.00,6.440403,90.0,5.1
2000,20.00,7.244854,90.0,5.1
2000,20.00,7.764396,90.0,5.1
2000,20.00,7.912837,90.0,5.1
2000,20.00,7.963115,90.0,5.1
2000,20.00,7.905654,90.0,5.1
2000,20.00,8.001422,90.0,5.1
2000,20.00,8.722076,90.0,5.1
2000,20.00,9.062054,90.0,5.1
2000,20.00,8.087613,90.0,5.1
2000,20.00,7.685388,90.0,5.1
2000,20.00,7.996634,90.0,5.1
2000,20.00,7.793127,90.0,5.1
2000,20.00,7.97748,90.0,5.1
2000,20.00,6.821081,90.0,5.1
2000,20.00,6.086061,90.0,5.1
2000,20.00,4.436456,90.0,5.1
2000,20.00,4.730943,90.0,5.1
2000,20.00,6.229713,90.0,5.1
2000,20.00,9.720459,90.0,5.1
2000,20.00,8.695741,90.0,5.1
2000,20.00,9.358934,90.0,5.1
2000,20.00,10.44111,90.0,5.1
2000,20.00,13.91989,90.0,5.1
2000,20.00,12.41872,90.0,5.1
2000,20.00,14.13537,90.0,5.1
2000,20.00,12.33493,90.0,5.1
2000,20.00,12.35887,90.0,5.1
2000,20.00,12.30141,90.0,5.1
2000,20.00,12.27747,90.0,5.1
2000,20.00,12.54801,90.0,5.1
2000,20.00,12.13621,90.0,5.1
2000,20.00,9.749189,90.0,5.1
2000,20.00,10.30465,90.0,5.1
2000,20.00,9.440337,90.0,5.1
2000,20.00,9.631873,90.0,5.1
2000,20.00,4.800375,90.0,5.1
2000,20.00,5.236119,90.0,5.1
2000,20.00,8.480263,90.0,5.1
2000,20.00,9.801862,90.0,5.1
2000,20.00,9.136273,90.0,5.1
2000,20.00,9.646238,90.0,5.1
2000,20.00,9.782708,90.0,5.1
2000,20.00,14.63097,90.0,5.1
2000,20.00,15.07389,90.0,5.1
2000,20.00,14.93024,90.0,5.1
2000,20.00,13.54639,90.0,5.1
2000,20.00,12.92869,90.0,5.1
2000,20.00,12.75391,90.0,5.1
2000,20.00,12.13621,90.0,5.1
2000,20.00,11.5185,90.0,5.1
2000,20.00,10.80982,90.0,5.1
2000,20.00,8.992621,90.0,5.1
2000,20.00,10.58477,90.0,5.1
2000,20.00,9.82341,90.0,5.1
2000,20.00,9.955091,90.0,5.1
2000,20.00,9.569624,90.0,5.1
2000,20.00,10.68053,90.0,5.1
2000,20.00,8.420407,90.0,5.1
2000,20.00,5.257667,90.0,5.1
2000,20.00,6.79235,90.0,5.1
2000,20.00,4.72376,90.0,5.1
2000,20.00,5.011064,90.0,5.1
2000,20.00,6.780379,90.0,5.1
2000,20.00,6.694188,90.0,5.1
2000,20.00,7.627927,90.0,5.1
2000,20.00,7.565677,90.0,5.1
2000,20.00,7.52737,90.0,5.1
2000,20.00,7.328651,90.0,5.1
2000,20.00,7.821857,90.0,5.1
2000,20.00,6.698977,90.0,5.1
2000,20.00,7.548918,90.0,5.1
2000,20.00,8.121132,90.0,5.1
2000,20.00,7.505822,90.0,5.1
2000,20.00,6.246472,90.0,5.1
2000,20.00,7.060501,90.0,5.1
2000,20.00,6.054936,90.0,5.1
2000,20.00,5.26485,90.0,5.1
2000,20.00,7.192182,90.0,5.1
2000,20.00,9.138668,90.0,5.1
2000,20.00,9.279925,90.0,5.1
2000,20.00,9.698911,90.0,5.1
2000,20.00,8.243237,90.0,5.1
2000,20.00,15.34683,90.0,5.1
2000,20.00,15.07868,90.0,5.1
2000,20.00,13.24712,90.0,5.1
2000,20.00,14.72674,90.0,5.1
2000,20.00,12.33493,90.0,5.1
2000,20.00,12.70842,90.0,5.1
2000,20.00,12.29423,90.0,5.1
2000,20.00,11.74595,90.0,5.1
2000,20.00,6.971915,90.0,5.1
2000,20.00,8.695741,90.0,5.1
2000,20.00,11.3557,90.0,5.1
2000,20.00,10.12029,90.0,5.1
2000,20.00,10.33098,90.0,5.1
2000,20.00,14.82011,90.0,5.1
2000,20.00,14.85363,90.0,5.1
2000,20.00,13.90552,90.0,5.1
2000,20.00,13.23754,90.0,5.1
2000,20.00,11.57836,90.0,5.1
2000,20.00,12.14818,90.0,5.1
2000,20.00,11.94946,90.0,5.1
2000,20.00,12.37324,90.0,5.1
2000,20.00,10.77391,90.0,5.1
2000,20.00,10.88883,90.0,5.1
2000,20.00,9.009381,90.0,5.1
2000,20.00,9.840169,90.0,5.1
2000,20.00,9.677363,90.0,5.1
2000,20.00,9.212888,90.0,5.1
2000,20.00,8.963891,90.0,5.1
2000,20.00,9.835381,90.0,5.1
2000,20.00,9.574412,90.0,5.1
2000,20.00,9.52174,90.0,5.1
2000,20.00,6.05733,90.0,5.1
2000,20.00,7.012617,90.0,5.1
2000,20.00,5.997475,90.0,5.1
2000,20.00,8.449138,90.0,5.1
2000,20.00,7.975086,90.0,5.1
2000,20.00,8.118738,90.0,5.1
2000,20.00,7.635109,90.0,5.1
2000,20.00,7.735666,90.0,5.1
2000,20.00,8.623915,90.0,5.1
2000,20.00,8.173804,90.0,5.1
2000,20.00,8.137892,90.0,5.1
2000,20.00,8.329428,90.0,5.1
2000,20.00,8.257602,90.0,5.1
2000,20.00,8.116343,90.0,5.1
2000,20.00,7.90326,90.0,5.1
2000,20.00,7.90326,90.0,5.1
2000,20.00,8.085219,90.0,5.1
2000,20.00,7.563283,90.0,5.1
2000,20.00,8.401254,90.0,5.1
2000,20.00,7.493851,90.0,5.1
2000,20.00,6.493075,90.0,5.1
2000,20.00,5.930438,90.0,5.1
2000,20.00,5.518635,90.0,5.1
2000,20.00,7.493851,90.0,5.1
2000,20.00,7.824251,90.0,5.1
2000,20.00,9.576807,90.0,5.1
2000,20.00,10.31183,90.0,5.1
2000,20.00,11.05642,90.0,5.1
2000,20.00,9.445126,90.0,5.1
2000,20.00,9.006987,90.0,5.1
2000,20.00,6.713342,90.0,5.1
2000,20.00,6.610391,90.0,5.1
2000,20.00,6.019023,90.0,5.1
2000,20.00,5.664681,90.0,5.1
2000,20.00,5.418078,90.0,5.1
2000,20.00,8.26239,90.0,5.1
2000,20.00,8.257602,90.0,5.1
2000,20.00,6.648698,90.0,5.1
2000,20.00,7.685388,90.0,5.1
2000,20.00,9.016563,90.0,5.1
2000,20.00,8.240842,90.0,5.1
2000,20.00,8.623915,90.0,5.1
2000,20.00,7.623138,90.0,5.1
2000,20.00,7.807492,90.0,5.1
2000,20.00,7.438785,90.0,5.1
2000,20.00,7.445967,90.0,5.1
2000,20.00,7.66384,90.0,5.1
2000,20.00,7.90326,90.0,5.1
2000,20.00,7.505822,90.0,5.1
2000,20.00,7.924808,90.0,5.1
2000,20.00,6.83784,90.0,5.1
2000,20.00,5.918467,90.0,5.1
2000,20.00,6.936002,90.0,5.1
2000,20.00,7.094019,90.0,5.1
2000,20.00,8.568848,90.0,5.1
2000,20.00,9.380483,90.0,5.1
2000,20.00,9.337387,90.0,5.1
2000,20.00,12.52886,90.0,5.1
2000,20.00,14.47774,90.0,5.1
2000,20.00,11.66695,90.0,5.1
2000,20.00,12.16494,90.0,5.1
2000,20.00,12.6773,90.0,5.1
2000,20.00,11.6861,90.0,5.1
2000,20.00,13.0053,90.0,5.1
2000,20.00,12.95503,90.0,5.1
2000,20.00,12.79222,90.0,5.1
2000,20.00,9.804255,90.0,5.1
2000,20.00,10.29507,90.0,5.1
2000,20.00,9.416395,90.0,5.1
2000,20.00,9.399636,90.0,5.1
2000,20.00,9.579201,90.0,5.1
2000,20.00,8.944737,90.0,5.1
2000,20.00,8.48984,90.0,5.1
2000,20.00,9.363723,90.0,5.1
2000,20.00,8.034941,90.0,5.1
2000,20.00,12.09072,90.0,5.1
2000,20.00,7.414843,90.0,5.1
2000,20.00,8.456321,90.0,5.1
2000,20.00,6.430826,90.0,5.1
2000,20.00,7.338228,90.0,5.1
2000,20.00,7.414843,90.0,5.1
2000,20.00,7.845799,90.0,5.1
2000,20.00,8.027759,90.0,5.1
2000,20.00,8.200141,90.0,5.1
2000,20.00,7.465121,90.0,5.1
2000,20.00,7.350199,90.0,5.1
2000,20.00,8.401254,90.0,5.1
2000,20.00,8.185776,90.0,5.1
2000,20.00,8.76996,90.0,5.1
2000,20.00,8.954314,90.0,5.1
2000,20.00,8.003817,90.0,5.1
2000,20.00,7.807492,90.0,5.1
2000,20.00,8.049306,90.0,5.1
2000,20.00,7.836222,90.0,5.1
2000,20.00,8.2169,90.0,5.1
2000,20.00,6.914454,90.0,5.1
2000,20.00,3.126827,90.0,5.1
2000,20.00,10.09156,90.0,5.1
2000,20.00,9.52174,90.0,5.1
2000,20.00,8.944737,90.0,5.1
2000,20.00,9.126697,90.0,5.1
2000,20.00,9.138668,90.0,5.1
2000,20.00,8.750807,90.0,5.1
2000,20.00,8.714894,90.0,5.1
2000,20.00,6.107608,90.0,5.1
2000,20.00,7.958326,90.0,5.1
2000,20.00,5.298368,90.0,5.1
2000,20.00,7.48188,90.0,5.1
2000,20.00,7.501034,90.0,5.1
2000,20.00,7.750031,90.0,5.1
2000,20.00,8.41083,90.0,5.1
2000,20.00,8.264784,90.0,5.1
2000,20.00,7.740454,90.0,5.1
2000,20.00,7.76679,90.0,5.1
2000,20.00,8.073248,90.0,5.1
2000,20.00,8.631097,90.0,5.1
2000,20.00,8.815451,90.0,5.1
2000,20.00,8.403648,90.0,5.1
2000,20.00,7.999028,90.0,5.1
2000,20.00,8.109161,90.0,5.1
2000,20.00,7.704541,90.0,5.1
2000,20.00,7.354988,90.0,5.1
2000,20.00,6.636727,90.0,5.1
2000,20.00,6.208165,90.0,5.1
2000,20.00,6.414066,90.0,5.1
2000,20.00,7.417237,90.0,5.1
2000,20.00,5.075707,90.0,5.1
2000,20.00,7.85777,90.0,5.1
2000,20.00,9.409213,90.0,5.1
2000,20.00,8.468291,90.0,5.1
2000,20.00,12.72518,90.0,5.1
2000,20.00,12.52886,90.0,5.1
2000,20.00,11.67892,90.0,5.1
2000,20.00,12.7611,90.0,5.1
2000,20.00,11.91594,90.0,5.1
2000,20.00,11.892,90.0,5.1
2000,20.00,13.15853,90.0,5.1
2000,20.00,12.5959,90.0,5.1
2000,20.00,11.87045,90.0,5.1
2000,20.00,10.96544,90.0,5.1
2000,20.00,8.231265,90.0,5.1
2000,20.00,9.572019,90.0,5.1
2000,20.00,9.279925,90.0,5.1
2000,20.00,9.974244,90.0,5.1
2000,20.00,9.782708,90.0,5.1
2000,20.00,9.816227,90.0,5.1
2000,20.00,9.002198,90.0,5.1
2000,20.00,8.599973,90.0,5.1
2000,20.00,5.183447,90.0,5.1
2000,20.00,7.601591,90.0,5.1
2000,20.00,6.931214,90.0,5.1
2000,20.00,7.275979,90.0,5.1
2000,20.00,7.299921,90.0,5.1
2000,20.00,7.067683,90.0,5.1
2000,20.00,7.994239,90.0,5.1
2000,20.00,8.585608,90.0,5.1
2000,20.00,8.307879,90.0,5.1
2000,20.00,8.020576,90.0,5.1
2000,20.00,8.226477,90.0,5.1
2000,20.00,8.149862,90.0,5.1
2000,20.00,9.715671,90.0,5.1
2000,20.00,9.900024,90.0,5.1
2000,20.00,9.634268,90.0,5.1
2000,20.00,10.00776,90.0,5.1
2000,20.00,10.05804,90.0,5.1
2000,20.00,9.85214,90.0,5.1
2000,20.00,9.28232,90.0,5.1
2000,20.00,9.234436,90.0,5.1
2000,20.00,7.558495,90.0,5.1
2000,20.00,7.170634,90.0,5.1
2000,20.00,3.196259,90.0,5.1
2000,20.00,7.163452,90.0,5.1
2000,20.00,1.900996,90.0,5.1
2000,20.00,8.777143,90.0,5.1
2000,20.00,8.432379,90.0,5.1
2000,20.00,8.492233,90.0,5.1
2000,20.00,8.204929,90.0,5.1
2000,20.00,7.989451,90.0,5.1
2000,20.00,8.015787,90.0,5.1
2000,20.00,7.843405,90.0,5.1
2000,20.00,7.85777,90.0,5.1
2000,20.00,7.424419,90.0,5.1
2000,20.00,7.726089,90.0,5.1
2000,20.00,5.997475,90.0,5.1
2000,20.00,6.124368,90.0,5.1
2000,20.00,7.04853,90.0,5.1
2000,20.00,5.71496,90.0,5.1
2000,20.00,5.08289,90.0,5.1
2000,20.00,5.944803,90.0,5.1
2000,20.00,9.801862,90.0,5.1
2000,20.00,11.46583,90.0,5.1
2000,20.00,12.49534,90.0,5.1
2000,20.00,15.46415,90.0,5.1
2000,20.00,13.06276,90.0,5.1
2000,20.00,12.19846,90.0,5.1
2000,20.00,12.27507,90.0,5.1
2000,20.00,10.29507,90.0,5.1
2000,20.00,11.3557,90.0,5.1
2000,20.00,11.84412,90.0,5.1
2000,20.00,11.82257,90.0,5.1
2000,20.00,11.33415,90.0,5.1
2000,20.00,10.55364,90.0,5.1
2000,20.00,10.08438,90.0,5.1
2000,20.00,10.07959,90.0,5.1
2000,20.00,10.06522,90.0,5.1
2000,20.00,9.679757,90.0,5.1
2000,20.00,9.169792,90.0,5.1
2000,20.00,8.537724,90.0,5.1
2000,20.00,9.303867,90.0,5.1
2000,20.00,7.965509,90.0,5.1
2000,20.00,6.79235,90.0,5.1
2000,20.00,7.876924,90.0,5.1
2000,20.00,0.452504,90.0,5.1
2000,20.00,7.098808,90.0,5.1
2000,20.00,7.762002,90.0,5.1
2000,20.00,12.39478,90.0,5.1
2000,20.00,11.33894,90.0,5.1
2000,20.00,11.88242,90.0,5.1
2000,20.00,11.892,90.0,5.1
2000,20.00,12.24395,90.0,5.1
2000,20.00,12.14339,90.0,5.1
2000,20.00,10.28549,90.0,5.1
2000,20.00,10.92714,90.0,5.1
2000,20.00,10.1993,90.0,5.1
2000,20.00,9.258378,90.0,5.1
2000,20.00,9.636662,90.0,5.1
2000,20.00,9.342175,90.0,5.1
2000,20.00,9.136273,90.0,5.1
2000,20.00,5.693412,90.0,5.1
2000,20.00,5.523423,90.0,5.1
2000,20.00,8.109161,90.0,5.1
2000,20.00,6.789956,90.0,5.1
2000,20.00,5.841852,90.0,5.1
2000,20.00,7.462727,90.0,5.1
2000,20.00,8.971074,90.0,5.1
2000,20.00,8.992621,90.0,5.1
2000,20.00,9.205706,90.0,5.1
2000,20.00,9.414001,90.0,5.1
2000,20.00,8.219295,90.0,5.1
2000,20.00,8.65025,90.0,5.1
2000,20.00,8.939949,90.0,5.1
2000,20.00,8.8777,90.0,5.1
2000,20.00,8.834604,90.0,5.1
2000,20.00,8.815451,90.0,5.1
2000,20.00,8.60955,90.0,5.1
2000,20.00,8.516175,90.0,5.1
2000,20.00,8.497022,90.0,5.1
2000,20.00,8.475474,90.0,5.1
2000,20.00,8.537724,90.0,5.1
2000,20.00,8.319851,90.0,5.1
2000,20.00,8.046912,90.0,5.1
2000,20.00,7.936779,90.0,5.1
2000,20.00,7.510611,90.0,5.1
2000,20.00,7.800309,90.0,5.1
2000,20.00,8.693346,90.0,5.1
2000,20.00,8.801085,90.0,5.1
2000,20.00,8.717288,90.0,5.1
2000,20.00,7.862558,90.0,5.1
2000,20.00,7.594408,90.0,5.1
2000,20.00,8.444349,90.0,5.1
2000,20.00,7.884106,90.0,5.1
2000,20.00,9.090784,90.0,5.1
2000,20.00,9.370906,90.0,5.1
2000,20.00,8.856153,90.0,5.1
2000,20.00,9.138668,90.0,5.1
2000,20.00,10.33098,90.0,5.1
2000,20.00,9.825804,90.0,5.1
2000,20.00,11.15698,90.0,5.1
2000,20.00,11.77468,90.0,5.1
2000,20.00,11.96862,90.0,5.1
2000,20.00,11.67413,90.0,5.1
2000,20.00,12.25352,90.0,5.1
2000,20.00,11.34373,90.0,5.1
2000,20.00,11.51611,90.0,5.1
2000,20.00,12.13142,90.0,5.1
2000,20.00,11.70765,90.0,5.1
2000,20.00,11.81299,90.0,5.1
2000,20.00,11.79384,90.0,5.1
2000,20.00,9.89763,90.0,5.1
2000,20.00,11.5616,90.0,5.1
2000,20.00,10.12508,90.0,5.1
2000,20.00,10.50336,90.0,5.1
2000,20.00,10.84095,90.0,5.1
2000,20.00,8.034941,90.0,5.1
2000,20.00,6.758832,90.0,5.1
2000,20.00,6.363788,90.0,5.1
2000,20.00,6.440403,90.0,5.1
2000,20.00,7.244854,90.0,5.1
2000,20.00,7.764396,90.0,5.1
2000,20.00,7.912837,90.0,5.1
2000,20.00,7.963115,90.0,5.1
2000,20.00,7.905654,90.0,5.1
2000,20.00,8.001422,90.0,5.1
2000,20.00,8.722076,90.0,5.1
2000,20.00,9.062054,90.0,5.1
2000,20.00,8.087613,90.0,5.1
2000,20.00,7.685388,90.0,5.1
2000,20.00,7.996634,90.0,5.1
2000,20.00,7.793127,90.0,5.1
2000,20.00,7.97748,90.0,5.1
2000,20.00,6.821081,90.0,5.1
2000,20.00,6.086061,90.0,5.1
2000,20.00,4.436456,90.0,5.1
2000,20.00,4.730943,90.0,5.1
2000,20.00,6.229713,90.0,5.1
2000,20.00,9.720459,90.0,5.1
2000,20.00,8.695741,90.0,5.1
2000,20.00,9.358934,90.0,5.1
2000,20.00,10.44111,90.0,5.1
2000,20.00,13.91989,90.0,5.1
2000,20.00,12.41872,90.0,5.1
2000,20.00,14.13537,90.0,5.1
2000,20.00,12.33493,90.0,5.1
2000,20.00,12.35887,90.0,5.1
2000,20.00,12.30141,90.0,5.1
2000,20.00,12.27747,90.0,5.1
2000,20.00,12.54801,90.0,5.1
2000,20.00,12.13621,90.0,5.1
2000,20.00,9.749189,90.0,5.1
2000,20.00,10.30465,90.0,5.1
2000,20.00,9.440337,90.0,5.1
2000,20.00,9.631873,90.0,5.1
2000,20.00,4.800375,90.0,5.1
2000,20.00,5.236119,90.0,5.1
2000,20.00,8.480263,90.0,5.1
2000,20.00,9.801862,90.0,5.1
2000,20.00,9.136273,90.0,5.1
2000,20.00,9.646238,90.0,5.1
2000,20.00,9.782708,90.0,5.1
2000,20.00,14.63097,90.0,5.1
2000,20.00,15.07389,90.0,5.1
2000,20.00,14.93024,90.0,5.1
